,0,0
588,71.0,70
589,71.0,70
590,71.0,71
591,71.0,71
592,71.0,71
593,71.0,71
594,71.0,71
595,71.0,71
596,71.0,70
597,71.0,70
598,71.0,70
599,71.0,71
600,70.0,69
601,70.0,69
602,70.0,69
603,70.0,69
604,70.0,69
605,70.0,69
606,70.0,69
607,70.0,69
608,70.0,69
609,70.0,69
610,70.0,69
611,70.0,69
612,70.0,69
613,70.0,70
614,70.0,70
615,70.0,70
616,70.0,70
617,70.0,70
618,70.0,70
619,70.0,70
620,70.0,69
621,70.0,69
622,70.0,69
623,70.0,70
624,70.0,70
625,70.0,70
626,70.0,69
627,70.0,70
628,70.0,69
629,70.0,69
630,70.0,69
631,70.0,69
632,70.0,70
633,70.0,70
634,70.0,69
635,70.0,69
636,70.0,69
637,70.0,69
638,70.0,69
639,70.0,69
640,70.0,69
641,70.0,69
642,70.0,69
643,70.0,69
644,70.0,68
645,70.0,68
646,70.0,68
647,70.0,69
648,70.0,69
649,70.0,69
650,75.0,74
651,75.0,74
652,75.0,74
653,75.0,74
654,75.0,73
655,75.0,73
656,75.0,72
657,75.0,74
658,75.0,72
659,75.0,72
660,75.0,74
661,75.0,74
662,75.0,73
663,75.0,74
664,75.0,74
665,75.0,73
666,75.0,73
667,75.0,74
668,75.0,74
669,75.0,74
670,75.0,74
671,75.0,74
672,75.0,74
673,75.0,74
674,75.0,73
675,75.0,74
676,75.0,75
677,75.0,75
678,75.0,75
679,75.0,75
680,75.0,75
681,75.0,75
682,75.0,75
683,75.0,75
684,75.0,75
685,75.0,75
686,75.0,75
687,75.0,75
688,75.0,75
689,75.0,75
690,75.0,75
691,75.0,75
692,75.0,75
693,75.0,75
694,75.0,75
695,75.0,75
696,75.0,75
697,75.0,75
698,75.0,74
699,75.0,74
