,0,0
648,118.0,119
649,118.0,119
650,120.0,122
651,120.0,122
652,120.0,121
653,120.0,121
654,120.0,121
655,120.0,119
656,120.0,119
657,120.0,121
658,120.0,121
659,120.0,121
660,120.0,121
661,120.0,121
662,120.0,121
663,120.0,121
664,120.0,121
665,120.0,121
666,120.0,120
667,120.0,122
668,120.0,123
669,120.0,123
670,120.0,123
671,120.0,124
672,120.0,123
673,120.0,124
674,120.0,123
675,120.0,124
676,120.0,123
677,120.0,122
678,120.0,122
679,120.0,122
680,120.0,122
681,120.0,121
682,120.0,122
683,120.0,121
684,120.0,121
685,120.0,121
686,120.0,121
687,120.0,121
688,120.0,121
689,120.0,121
690,120.0,122
691,120.0,122
692,120.0,122
693,120.0,122
694,120.0,122
695,120.0,122
696,120.0,121
697,120.0,121
698,120.0,119
699,120.0,119
