,Category,Value,Value.1,Value.2,Value.3
1167,ppg,176950.0,163629.0,69.0,97.0
1168,ppg,176828.0,163579.0,69.0,97.0
1169,ppg,176698.0,163529.0,69.0,97.0
1170,ppg,176620.0,163484.0,69.0,97.0
1171,ppg,176562.0,163476.0,69.0,97.0
1172,ppg,176513.0,163457.0,69.0,97.0
1173,ppg,176491.0,163435.0,69.0,97.0
1174,ppg,176471.0,163438.0,68.0,97.0
1175,ppg,176477.0,163437.0,68.0,97.0
1176,ppg,176495.0,163432.0,68.0,97.0
1177,ppg,176509.0,163454.0,68.0,97.0
1178,ppg,176538.0,163456.0,68.0,97.0
1179,ppg,176592.0,163487.0,68.0,97.0
1180,ppg,176660.0,163501.0,68.0,97.0
1181,ppg,176723.0,163540.0,68.0,97.0
1182,ppg,176779.0,163563.0,68.0,97.0
1183,ppg,176854.0,163592.0,68.0,97.0
1184,ppg,176928.0,163624.0,68.0,97.0
1185,ppg,176986.0,163641.0,68.0,97.0
1186,ppg,176986.0,163641.0,68.0,97.0
1187,ppg,178161.0,164108.0,68.0,97.0
1188,ppg,177980.0,164038.0,68.0,97.0
1189,ppg,177793.0,163955.0,68.0,97.0
1190,ppg,177585.0,163873.0,68.0,97.0
1191,ppg,177382.0,163793.0,68.0,97.0
1192,ppg,177166.0,163698.0,68.0,97.0
1193,ppg,176948.0,163607.0,68.0,97.0
1194,ppg,176782.0,163542.0,68.0,97.0
1195,ppg,176626.0,163484.0,68.0,97.0
1196,ppg,176484.0,163412.0,68.0,97.0
1197,ppg,176371.0,163372.0,68.0,97.0
1198,ppg,176278.0,163330.0,68.0,97.0
1199,ppg,176219.0,163294.0,68.0,97.0
1200,ppg,176165.0,163271.0,68.0,97.0
1201,ppg,176120.0,163266.0,68.0,97.0
1202,ppg,176085.0,163250.0,68.0,97.0
1203,ppg,176065.0,163220.0,68.0,97.0
1204,ppg,176052.0,163226.0,68.0,97.0
1205,ppg,176063.0,163220.0,68.0,97.0
1206,ppg,176075.0,163231.0,68.0,97.0
1207,ppg,176126.0,163247.0,68.0,97.0
1208,ppg,176174.0,163268.0,68.0,97.0
1209,ppg,176227.0,163289.0,68.0,97.0
1210,ppg,176276.0,163307.0,68.0,97.0
1211,ppg,176346.0,163337.0,68.0,97.0
1212,ppg,176389.0,163365.0,68.0,97.0
1213,ppg,176434.0,163370.0,68.0,97.0
1214,ppg,176434.0,163370.0,68.0,97.0
1215,ppg,176470.0,163395.0,68.0,97.0
1216,ppg,176497.0,163393.0,68.0,97.0
1217,ppg,176510.0,163407.0,68.0,97.0
1218,ppg,176510.0,163407.0,68.0,97.0
1219,ppg,176507.0,163403.0,68.0,97.0
1220,ppg,176085.0,163254.0,67.0,97.0
1221,ppg,175863.0,163157.0,67.0,97.0
1222,ppg,175678.0,163081.0,67.0,97.0
1223,ppg,175507.0,163007.0,67.0,97.0
1224,ppg,175356.0,162949.0,67.0,97.0
1225,ppg,175229.0,162888.0,67.0,97.0
1226,ppg,175141.0,162852.0,67.0,97.0
1227,ppg,175060.0,162814.0,67.0,97.0
1228,ppg,175001.0,162804.0,67.0,97.0
1229,ppg,174964.0,162786.0,67.0,97.0
1230,ppg,174927.0,162776.0,67.0,97.0
1231,ppg,174916.0,162778.0,67.0,97.0
1232,ppg,174907.0,162764.0,67.0,97.0
1233,ppg,174913.0,162763.0,67.0,97.0
1234,ppg,174937.0,162773.0,67.0,97.0
1235,ppg,174971.0,162786.0,67.0,97.0
1236,ppg,175021.0,162817.0,67.0,97.0
1237,ppg,175074.0,162836.0,67.0,97.0
1238,ppg,175128.0,162865.0,67.0,97.0
1239,ppg,175168.0,162874.0,67.0,97.0
1240,ppg,175221.0,162894.0,67.0,97.0
1241,ppg,175259.0,162918.0,67.0,97.0
1242,ppg,175300.0,162931.0,67.0,97.0
1243,ppg,175325.0,162950.0,67.0,97.0
1244,ppg,175347.0,162953.0,67.0,97.0
1245,ppg,175340.0,162945.0,67.0,97.0
1246,ppg,175349.0,162955.0,67.0,97.0
1247,ppg,175345.0,162954.0,67.0,97.0
1248,ppg,174531.0,162625.0,67.0,97.0
1249,ppg,174399.0,162567.0,67.0,97.0
1250,ppg,174287.0,162523.0,67.0,97.0
1251,ppg,174209.0,162503.0,67.0,97.0
1252,ppg,174141.0,162472.0,67.0,97.0
1253,ppg,174099.0,162458.0,67.0,97.0
1254,ppg,174086.0,162451.0,67.0,97.0
1255,ppg,174058.0,162436.0,67.0,97.0
1256,ppg,174049.0,162447.0,67.0,97.0
1257,ppg,174064.0,162455.0,67.0,97.0
1258,ppg,174074.0,162453.0,67.0,97.0
1259,ppg,174137.0,162474.0,67.0,97.0
1260,ppg,174209.0,162515.0,67.0,97.0
1261,ppg,174285.0,162541.0,67.0,97.0
1262,ppg,174367.0,162589.0,67.0,97.0
1263,ppg,174441.0,162616.0,67.0,97.0
1264,ppg,174517.0,162647.0,67.0,97.0
1265,ppg,174578.0,162672.0,67.0,97.0
1266,ppg,174621.0,162687.0,67.0,97.0
1267,ppg,174656.0,162712.0,67.0,97.0
1268,ppg,174689.0,162721.0,67.0,97.0
1269,ppg,174699.0,162730.0,67.0,97.0
1270,ppg,174705.0,162728.0,67.0,97.0
1271,ppg,174714.0,162735.0,67.0,97.0
1272,ppg,174690.0,162736.0,67.0,97.0
1273,ppg,174696.0,162742.0,67.0,97.0
1274,ppg,174680.0,162738.0,67.0,97.0
1275,ppg,174663.0,162731.0,67.0,97.0
1276,ppg,173683.0,162373.0,67.0,97.0
1277,ppg,173683.0,162373.0,67.0,97.0
1278,ppg,173683.0,162373.0,67.0,97.0
1279,ppg,173683.0,162373.0,67.0,97.0
1280,ppg,173683.0,162373.0,67.0,97.0
1281,ppg,173683.0,162373.0,67.0,97.0
1282,ppg,173642.0,162368.0,67.0,97.0
1283,ppg,173625.0,162352.0,67.0,97.0
1284,ppg,173625.0,162356.0,67.0,97.0
1285,ppg,173628.0,162369.0,67.0,97.0
1286,ppg,173654.0,162365.0,67.0,97.0
1287,ppg,173682.0,162375.0,67.0,97.0
1288,ppg,173727.0,162403.0,67.0,97.0
1289,ppg,173790.0,162438.0,67.0,97.0
1290,ppg,173871.0,162461.0,67.0,97.0
1291,ppg,173947.0,162490.0,67.0,97.0
1292,ppg,174021.0,162511.0,67.0,97.0
1293,ppg,174100.0,162552.0,67.0,97.0
1294,ppg,174155.0,162579.0,67.0,97.0
1295,ppg,174214.0,162608.0,67.0,97.0
1296,ppg,174267.0,162630.0,67.0,97.0
1297,ppg,174308.0,162646.0,67.0,97.0
1298,ppg,174317.0,162651.0,67.0,97.0
1299,ppg,174305.0,162663.0,67.0,97.0
1300,ppg,174319.0,162663.0,67.0,97.0
1301,ppg,174315.0,162660.0,67.0,97.0
1302,ppg,174315.0,162652.0,67.0,97.0
1303,ppg,174293.0,162665.0,67.0,97.0
1304,ppg,174280.0,162647.0,67.0,97.0
1305,ppg,174267.0,162650.0,67.0,97.0
1306,ppg,174253.0,162643.0,67.0,97.0
1307,ppg,174270.0,162651.0,67.0,97.0
1308,ppg,174256.0,162656.0,67.0,97.0
1309,ppg,173308.0,162277.0,67.0,97.0
1310,ppg,173214.0,162240.0,67.0,97.0
1311,ppg,173136.0,162208.0,67.0,97.0
1312,ppg,173136.0,162208.0,67.0,97.0
1313,ppg,173056.0,162183.0,67.0,97.0
1314,ppg,173016.0,162165.0,67.0,97.0
1315,ppg,172957.0,162144.0,67.0,97.0
1316,ppg,172940.0,162132.0,67.0,97.0
1317,ppg,172932.0,162125.0,67.0,97.0
1318,ppg,172933.0,162132.0,67.0,97.0
1319,ppg,172964.0,162144.0,67.0,97.0
1320,ppg,173008.0,162166.0,67.0,97.0
1321,ppg,173070.0,162191.0,67.0,97.0
1322,ppg,173143.0,162214.0,67.0,97.0
1323,ppg,173224.0,162258.0,67.0,97.0
1324,ppg,173295.0,162297.0,67.0,97.0
1325,ppg,173369.0,162313.0,67.0,97.0
1326,ppg,173413.0,162339.0,67.0,97.0
1327,ppg,173472.0,162359.0,67.0,97.0
1328,ppg,173516.0,162389.0,67.0,97.0
1329,ppg,173542.0,162408.0,67.0,97.0
1330,ppg,173548.0,162419.0,67.0,97.0
1331,ppg,173566.0,162410.0,67.0,97.0
1332,ppg,173555.0,162425.0,67.0,97.0
1333,ppg,173557.0,162424.0,67.0,97.0
1334,ppg,173534.0,162417.0,67.0,97.0
1335,ppg,173525.0,162418.0,67.0,97.0
1336,ppg,173521.0,162410.0,67.0,97.0
1337,ppg,174425.0,162811.0,67.0,97.0
1338,ppg,174173.0,162712.0,67.0,97.0
1339,ppg,173905.0,162591.0,67.0,97.0
1340,ppg,173658.0,162489.0,67.0,97.0
1341,ppg,173429.0,162395.0,67.0,97.0
1342,ppg,173226.0,162311.0,67.0,97.0
1343,ppg,173048.0,162247.0,67.0,97.0
1344,ppg,172901.0,162184.0,67.0,97.0
1345,ppg,172901.0,162184.0,67.0,97.0
1346,ppg,172779.0,162132.0,67.0,97.0
1347,ppg,172692.0,162099.0,67.0,97.0
1348,ppg,172616.0,162070.0,67.0,97.0
1349,ppg,172570.0,162043.0,68.0,97.0
1350,ppg,172525.0,162024.0,68.0,97.0
1351,ppg,172506.0,162013.0,68.0,97.0
1352,ppg,172489.0,162024.0,68.0,97.0
1353,ppg,172526.0,162038.0,68.0,97.0
1354,ppg,172557.0,162045.0,68.0,97.0
1355,ppg,172609.0,162062.0,68.0,97.0
1356,ppg,172681.0,162099.0,68.0,97.0
1357,ppg,172766.0,162136.0,68.0,97.0
1358,ppg,172860.0,162168.0,68.0,97.0
1359,ppg,172939.0,162197.0,68.0,97.0
1360,ppg,173005.0,162233.0,68.0,97.0
1361,ppg,173088.0,162265.0,68.0,97.0
1362,ppg,173130.0,162296.0,68.0,97.0
1363,ppg,173174.0,162311.0,68.0,97.0
1364,ppg,173208.0,162331.0,68.0,97.0
1365,ppg,175123.0,163151.0,68.0,97.0
1366,ppg,175167.0,163171.0,68.0,97.0
1367,ppg,175217.0,163199.0,68.0,97.0
1368,ppg,173215.0,162351.0,68.0,97.0
1369,ppg,173196.0,162338.0,68.0,97.0
1370,ppg,175326.0,163244.0,68.0,97.0
1371,ppg,175298.0,163228.0,68.0,97.0
1372,ppg,175224.0,163191.0,68.0,97.0
1373,ppg,175091.0,163136.0,68.0,97.0
1374,ppg,174905.0,163068.0,68.0,97.0
1375,ppg,174905.0,163068.0,68.0,97.0
1376,ppg,174905.0,163068.0,68.0,97.0
1377,ppg,174905.0,163068.0,68.0,97.0
1378,ppg,174905.0,163068.0,68.0,97.0
1379,ppg,174681.0,162972.0,68.0,97.0
1380,ppg,174415.0,162872.0,68.0,97.0
1381,ppg,174137.0,162756.0,68.0,97.0
1382,ppg,173857.0,162638.0,68.0,97.0
1383,ppg,173581.0,162518.0,68.0,97.0
1384,ppg,173328.0,162417.0,68.0,97.0
1385,ppg,173110.0,162325.0,68.0,97.0
1386,ppg,172922.0,162253.0,68.0,97.0
1387,ppg,172761.0,162182.0,68.0,97.0
1388,ppg,172631.0,162118.0,68.0,97.0
1389,ppg,172533.0,162089.0,68.0,97.0
1390,ppg,172457.0,162056.0,68.0,97.0
1391,ppg,172396.0,162022.0,68.0,97.0
1392,ppg,172371.0,162015.0,68.0,97.0
1393,ppg,172336.0,162005.0,68.0,97.0
1394,ppg,172332.0,162004.0,68.0,97.0
1395,ppg,172330.0,161996.0,68.0,97.0
1396,ppg,172350.0,162012.0,68.0,97.0
1397,ppg,174735.0,163043.0,68.0,97.0
1398,ppg,174771.0,163060.0,68.0,97.0
1399,ppg,174802.0,163061.0,68.0,97.0
1400,ppg,174830.0,163084.0,68.0,97.0
1401,ppg,174884.0,163094.0,68.0,97.0
1402,ppg,174915.0,163102.0,68.0,97.0
1403,ppg,174953.0,163112.0,68.0,97.0
1404,ppg,175002.0,163134.0,68.0,97.0
1405,ppg,175043.0,163148.0,68.0,97.0
1406,ppg,175096.0,163157.0,68.0,97.0
1407,ppg,175096.0,163157.0,68.0,97.0
1408,ppg,175116.0,163174.0,68.0,97.0
1409,ppg,175161.0,163190.0,68.0,97.0
1410,ppg,175207.0,163200.0,68.0,97.0
1411,ppg,175247.0,163204.0,68.0,97.0
1412,ppg,175302.0,163238.0,68.0,97.0
1413,ppg,175355.0,163260.0,68.0,97.0
1414,ppg,175407.0,163277.0,68.0,97.0
1415,ppg,175436.0,163292.0,68.0,97.0
1416,ppg,175489.0,163311.0,68.0,97.0
1417,ppg,175496.0,163312.0,68.0,97.0
1418,ppg,175443.0,163295.0,68.0,97.0
1419,ppg,175322.0,163236.0,68.0,97.0
1420,ppg,175142.0,163171.0,68.0,97.0
1421,ppg,174920.0,163077.0,68.0,97.0
1422,ppg,174659.0,162977.0,68.0,97.0
1423,ppg,174375.0,162853.0,68.0,97.0
1424,ppg,174087.0,162730.0,68.0,97.0
1425,ppg,173936.0,162653.0,67.0,97.0
1426,ppg,173982.0,162678.0,67.0,97.0
1427,ppg,174033.0,162706.0,67.0,97.0
1428,ppg,174096.0,162731.0,67.0,97.0
1429,ppg,174134.0,162738.0,67.0,97.0
1430,ppg,174185.0,162760.0,67.0,97.0
1431,ppg,174223.0,162791.0,67.0,97.0
1432,ppg,174264.0,162788.0,67.0,97.0
1433,ppg,174300.0,162809.0,67.0,97.0
1434,ppg,174333.0,162812.0,67.0,97.0
1435,ppg,174363.0,162823.0,67.0,97.0
1436,ppg,174401.0,162849.0,67.0,97.0
1437,ppg,174426.0,162841.0,67.0,97.0
1438,ppg,174465.0,162857.0,67.0,97.0
1439,ppg,174505.0,162881.0,67.0,97.0
1440,ppg,174544.0,162906.0,67.0,97.0
1441,ppg,174586.0,162916.0,67.0,97.0
1442,ppg,174626.0,162932.0,67.0,97.0
1443,ppg,174626.0,162932.0,67.0,97.0
1444,ppg,174674.0,162946.0,67.0,97.0
1445,ppg,174707.0,162965.0,67.0,97.0
1446,ppg,174746.0,162977.0,67.0,97.0
1447,ppg,174788.0,162986.0,67.0,97.0
1448,ppg,174824.0,163009.0,67.0,97.0
1449,ppg,174878.0,163018.0,67.0,97.0
1450,ppg,174911.0,163037.0,67.0,97.0
1451,ppg,174946.0,163053.0,67.0,97.0
1452,ppg,175002.0,163076.0,67.0,97.0
1453,ppg,173792.0,162571.0,66.0,97.0
1454,ppg,173854.0,162599.0,66.0,97.0
1455,ppg,173930.0,162630.0,66.0,97.0
1456,ppg,175183.0,163150.0,67.0,97.0
1457,ppg,175203.0,163151.0,67.0,97.0
1458,ppg,175166.0,163139.0,67.0,97.0
1459,ppg,174155.0,162722.0,66.0,97.0
1460,ppg,174220.0,162745.0,66.0,97.0
1461,ppg,174276.0,162767.0,66.0,97.0
1462,ppg,174339.0,162790.0,66.0,97.0
1463,ppg,174392.0,162819.0,66.0,97.0
1464,ppg,174466.0,162849.0,66.0,97.0
1465,ppg,174523.0,162871.0,66.0,97.0
1466,ppg,174581.0,162894.0,66.0,97.0
1467,ppg,174634.0,162914.0,66.0,97.0
1468,ppg,174690.0,162937.0,66.0,97.0
1469,ppg,174743.0,162965.0,66.0,97.0
1470,ppg,174800.0,162989.0,66.0,97.0
1471,ppg,174800.0,162989.0,66.0,97.0
1472,ppg,174848.0,163004.0,66.0,97.0
1473,ppg,174886.0,163022.0,66.0,97.0
1474,ppg,174934.0,163033.0,66.0,97.0
1475,ppg,174934.0,163033.0,66.0,97.0
1476,ppg,174966.0,163048.0,66.0,97.0
1477,ppg,175012.0,163063.0,66.0,97.0
1478,ppg,175048.0,163082.0,66.0,97.0
1479,ppg,175091.0,163104.0,66.0,97.0
1480,ppg,175135.0,163102.0,66.0,97.0
1481,ppg,175170.0,163119.0,66.0,97.0
1482,ppg,175224.0,163139.0,66.0,97.0
1483,ppg,175260.0,163162.0,66.0,97.0
1484,ppg,175312.0,163173.0,66.0,97.0
1485,ppg,175352.0,163201.0,66.0,97.0
1486,ppg,173682.0,162449.0,65.0,97.0
1487,ppg,173704.0,162464.0,65.0,97.0
1488,ppg,173732.0,162471.0,65.0,97.0
1489,ppg,173767.0,162485.0,65.0,97.0
1490,ppg,173788.0,162505.0,65.0,97.0
1491,ppg,173826.0,162522.0,65.0,97.0
1492,ppg,173867.0,162535.0,65.0,97.0
1493,ppg,173917.0,162552.0,65.0,97.0
1494,ppg,173978.0,162585.0,65.0,97.0
1495,ppg,174026.0,162610.0,65.0,97.0
1496,ppg,174093.0,162630.0,65.0,97.0
1497,ppg,174156.0,162659.0,65.0,97.0
1498,ppg,174202.0,162691.0,65.0,97.0
1499,ppg,174268.0,162702.0,65.0,97.0
1500,ppg,174331.0,162731.0,65.0,97.0
1501,ppg,174392.0,162753.0,65.0,97.0
1502,ppg,174455.0,162783.0,65.0,97.0
1503,ppg,174528.0,162806.0,65.0,97.0
1504,ppg,174569.0,162823.0,65.0,97.0
1505,ppg,174569.0,162823.0,65.0,97.0
1506,ppg,174627.0,162847.0,65.0,97.0
1507,ppg,174671.0,162862.0,65.0,97.0
1508,ppg,174728.0,162883.0,65.0,97.0
1509,ppg,174786.0,162908.0,65.0,97.0
1510,ppg,174833.0,162928.0,65.0,97.0
1511,ppg,174878.0,162952.0,65.0,97.0
1512,ppg,174929.0,162963.0,65.0,97.0
1513,ppg,174980.0,162994.0,65.0,97.0
1514,ppg,175010.0,162999.0,65.0,97.0
1515,ppg,173775.0,162417.0,65.0,97.0
1516,ppg,173762.0,162423.0,65.0,97.0
1517,ppg,173742.0,162422.0,65.0,97.0
1518,ppg,173737.0,162403.0,65.0,97.0
1519,ppg,173718.0,162416.0,65.0,97.0
1520,ppg,173712.0,162393.0,65.0,97.0
1521,ppg,173702.0,162402.0,65.0,97.0
1522,ppg,173711.0,162399.0,65.0,97.0
1523,ppg,173721.0,162415.0,65.0,97.0
1524,ppg,173744.0,162410.0,65.0,97.0
1525,ppg,173764.0,162427.0,65.0,97.0
1526,ppg,173791.0,162446.0,65.0,97.0
1527,ppg,173833.0,162462.0,65.0,97.0
1528,ppg,173876.0,162470.0,65.0,97.0
1529,ppg,173916.0,162488.0,65.0,97.0
1530,ppg,173975.0,162512.0,65.0,97.0
1531,ppg,174029.0,162542.0,65.0,97.0
1532,ppg,174086.0,162566.0,65.0,97.0
1533,ppg,174086.0,162566.0,65.0,97.0
1534,ppg,174142.0,162594.0,65.0,97.0
1535,ppg,174202.0,162609.0,65.0,97.0
1536,ppg,174241.0,162621.0,65.0,97.0
1537,ppg,174241.0,162621.0,65.0,97.0
1538,ppg,174300.0,162654.0,65.0,97.0
1539,ppg,174343.0,162667.0,65.0,97.0
1540,ppg,174413.0,162694.0,65.0,97.0
1541,ppg,174469.0,162716.0,65.0,97.0
1542,ppg,174741.0,162773.0,65.0,97.0
1543,ppg,174576.0,162756.0,65.0,97.0
1544,ppg,174633.0,162791.0,65.0,97.0
1545,ppg,174682.0,162799.0,65.0,97.0
1546,ppg,174753.0,162829.0,65.0,97.0
1547,ppg,174787.0,162846.0,65.0,97.0
1548,ppg,174766.0,162725.0,65.0,97.0
1549,ppg,174757.0,162718.0,65.0,97.0
1550,ppg,174739.0,162695.0,65.0,97.0
1551,ppg,174719.0,162686.0,65.0,97.0
1552,ppg,174719.0,162667.0,65.0,97.0
1553,ppg,174712.0,162663.0,65.0,97.0
1554,ppg,174721.0,162667.0,65.0,97.0
1555,ppg,174733.0,162666.0,65.0,97.0
1556,ppg,174768.0,162669.0,65.0,97.0
1557,ppg,174820.0,162694.0,65.0,97.0
1558,ppg,174869.0,162721.0,65.0,97.0
1559,ppg,174938.0,162750.0,65.0,97.0
1560,ppg,175000.0,162775.0,65.0,97.0
1561,ppg,175056.0,162788.0,65.0,97.0
1562,ppg,175129.0,162824.0,65.0,97.0
1563,ppg,175187.0,162845.0,65.0,97.0
1564,ppg,175255.0,162867.0,65.0,97.0
1565,ppg,175311.0,162896.0,65.0,97.0
1566,ppg,175382.0,162913.0,65.0,97.0
1567,ppg,175444.0,162953.0,65.0,97.0
1568,ppg,175444.0,162953.0,65.0,97.0
1569,ppg,175493.0,162971.0,65.0,97.0
1570,ppg,175562.0,163002.0,65.0,97.0
1571,ppg,175622.0,163027.0,65.0,97.0
1572,ppg,175688.0,163048.0,65.0,97.0
1573,ppg,175742.0,163077.0,65.0,97.0
1574,ppg,175803.0,163095.0,65.0,97.0
1575,ppg,175857.0,163124.0,65.0,97.0
1576,ppg,175891.0,163113.0,65.0,97.0
1577,ppg,175908.0,163110.0,65.0,97.0
1578,ppg,175875.0,163104.0,65.0,97.0
1579,ppg,175863.0,163090.0,65.0,97.0
1580,ppg,175836.0,163084.0,65.0,97.0
1581,ppg,175823.0,163083.0,65.0,97.0
1582,ppg,175824.0,163085.0,65.0,97.0
1583,ppg,175804.0,163072.0,65.0,97.0
1584,ppg,175808.0,163075.0,65.0,97.0
1585,ppg,175795.0,163071.0,65.0,97.0
1586,ppg,175783.0,163060.0,65.0,97.0
1587,ppg,175785.0,163043.0,65.0,97.0
1588,ppg,175785.0,163041.0,65.0,97.0
1589,ppg,175795.0,163040.0,65.0,97.0
1590,ppg,175819.0,163035.0,65.0,97.0
1591,ppg,175854.0,163045.0,65.0,97.0
1592,ppg,175900.0,163054.0,65.0,97.0
1593,ppg,175950.0,163075.0,65.0,97.0
1594,ppg,176007.0,163086.0,65.0,97.0
1595,ppg,176071.0,163107.0,65.0,97.0
1596,ppg,176071.0,163107.0,65.0,97.0
1597,ppg,176071.0,163107.0,65.0,97.0
1598,ppg,176071.0,163107.0,65.0,97.0
1599,ppg,176071.0,163107.0,65.0,97.0
1600,ppg,176071.0,163107.0,65.0,97.0
1601,ppg,176137.0,163140.0,65.0,97.0
1602,ppg,176213.0,163161.0,65.0,97.0
1603,ppg,177037.0,163550.0,66.0,97.0
1604,ppg,177051.0,163557.0,66.0,97.0
1605,ppg,177076.0,163565.0,66.0,97.0
1606,ppg,177074.0,163568.0,66.0,97.0
1607,ppg,177062.0,163560.0,66.0,97.0
1608,ppg,177056.0,163547.0,66.0,97.0
1609,ppg,177058.0,163550.0,66.0,97.0
1610,ppg,177061.0,163551.0,66.0,97.0
1611,ppg,177061.0,163547.0,66.0,97.0
1612,ppg,177073.0,163549.0,66.0,97.0
1613,ppg,177089.0,163558.0,66.0,97.0
1614,ppg,177104.0,163560.0,66.0,97.0
1615,ppg,177115.0,163558.0,66.0,97.0
1616,ppg,177132.0,163548.0,66.0,97.0
1617,ppg,177154.0,163557.0,66.0,97.0
1618,ppg,177191.0,163565.0,66.0,97.0
1619,ppg,177228.0,163582.0,66.0,97.0
1620,ppg,177265.0,163601.0,66.0,97.0
1621,ppg,177315.0,163611.0,66.0,97.0
1622,ppg,177351.0,163631.0,66.0,97.0
1623,ppg,177417.0,163651.0,66.0,97.0
1624,ppg,177483.0,163663.0,66.0,97.0
1625,ppg,177545.0,163701.0,66.0,97.0
1626,ppg,177608.0,163732.0,66.0,97.0
1627,ppg,177684.0,163755.0,66.0,97.0
1628,ppg,177766.0,163783.0,66.0,97.0
1629,ppg,177830.0,163806.0,66.0,97.0
1630,ppg,177830.0,163806.0,66.0,97.0
1631,ppg,177903.0,163847.0,66.0,97.0
1632,ppg,177969.0,163860.0,66.0,97.0
1633,ppg,178041.0,163900.0,66.0,97.0
1634,ppg,178108.0,163920.0,66.0,97.0
1635,ppg,178186.0,163950.0,66.0,97.0
1636,ppg,176036.0,162871.0,66.0,97.0
1637,ppg,176039.0,162879.0,66.0,97.0
1638,ppg,176038.0,162881.0,66.0,97.0
1639,ppg,176057.0,162879.0,66.0,97.0
1640,ppg,176061.0,162881.0,66.0,97.0
1641,ppg,176070.0,162881.0,66.0,97.0
1642,ppg,176087.0,162880.0,66.0,97.0
1643,ppg,176107.0,162887.0,66.0,97.0
1644,ppg,176138.0,162903.0,66.0,97.0
1645,ppg,176166.0,162914.0,66.0,97.0
1646,ppg,176207.0,162921.0,66.0,97.0
1647,ppg,176236.0,162937.0,66.0,97.0
1648,ppg,176293.0,162963.0,66.0,97.0
1649,ppg,176324.0,162966.0,66.0,97.0
1650,ppg,176371.0,162984.0,66.0,97.0
1651,ppg,176433.0,163020.0,66.0,97.0
1652,ppg,176483.0,163035.0,66.0,97.0
1653,ppg,176543.0,163061.0,66.0,97.0
1654,ppg,176591.0,163075.0,66.0,97.0
1655,ppg,176630.0,163095.0,66.0,97.0
1656,ppg,176699.0,163116.0,66.0,97.0
1657,ppg,176748.0,163133.0,66.0,97.0
1658,ppg,176748.0,163133.0,66.0,97.0
1659,ppg,176748.0,163133.0,66.0,97.0
1660,ppg,176748.0,163133.0,66.0,97.0
1661,ppg,176748.0,163133.0,66.0,97.0
1662,ppg,176820.0,163166.0,66.0,97.0
1663,ppg,176867.0,163196.0,66.0,97.0
1664,ppg,176003.0,162839.0,68.0,97.0
1665,ppg,176064.0,162875.0,68.0,97.0
1666,ppg,176120.0,162903.0,68.0,97.0
1667,ppg,176185.0,162937.0,68.0,97.0
1668,ppg,176231.0,162957.0,68.0,97.0
1669,ppg,176281.0,162982.0,68.0,97.0
1670,ppg,176336.0,163003.0,68.0,97.0
1671,ppg,176392.0,163023.0,68.0,97.0
1672,ppg,176445.0,163041.0,68.0,97.0
1673,ppg,176509.0,163080.0,68.0,97.0
1674,ppg,176583.0,163103.0,68.0,97.0
1675,ppg,176640.0,163132.0,68.0,97.0
1676,ppg,176717.0,163167.0,68.0,97.0
1677,ppg,176764.0,163186.0,68.0,97.0
1678,ppg,176823.0,163205.0,68.0,97.0
1679,ppg,176897.0,163243.0,68.0,97.0
1680,ppg,176962.0,163274.0,68.0,97.0
1681,ppg,177028.0,163300.0,68.0,97.0
1682,ppg,177080.0,163340.0,68.0,97.0
1683,ppg,177108.0,163376.0,68.0,97.0
1684,ppg,177132.0,163388.0,68.0,97.0
1685,ppg,177150.0,163408.0,68.0,97.0
1686,ppg,177197.0,163436.0,68.0,97.0
1687,ppg,177228.0,163468.0,68.0,97.0
1688,ppg,177291.0,163494.0,68.0,97.0
1689,ppg,177338.0,163513.0,68.0,97.0
1690,ppg,177407.0,163559.0,68.0,97.0
1691,ppg,177454.0,163575.0,68.0,97.0
1692,ppg,178322.0,163787.0,68.0,97.0
1693,ppg,178367.0,163798.0,68.0,97.0
1694,ppg,178367.0,163798.0,68.0,97.0
1695,ppg,178367.0,163798.0,68.0,97.0
1696,ppg,178367.0,163798.0,68.0,97.0
1697,ppg,178367.0,163798.0,68.0,97.0
1698,ppg,178386.0,163800.0,68.0,97.0
1699,ppg,178397.0,163806.0,68.0,97.0
1700,ppg,178433.0,163813.0,68.0,97.0
1701,ppg,178456.0,163820.0,68.0,97.0
1702,ppg,178499.0,163836.0,68.0,97.0
1703,ppg,178535.0,163857.0,69.0,97.0
1704,ppg,178578.0,163866.0,69.0,97.0
1705,ppg,178624.0,163879.0,69.0,97.0
1706,ppg,178651.0,163908.0,69.0,97.0
1707,ppg,178680.0,163906.0,69.0,97.0
1708,ppg,178699.0,163911.0,69.0,97.0
1709,ppg,178738.0,163923.0,69.0,97.0
1710,ppg,178761.0,163933.0,69.0,97.0
1711,ppg,178799.0,163941.0,69.0,97.0
1712,ppg,178822.0,163963.0,69.0,97.0
1713,ppg,178814.0,163939.0,69.0,97.0
1714,ppg,178801.0,163938.0,69.0,97.0
1715,ppg,178753.0,163903.0,69.0,97.0
1716,ppg,178662.0,163869.0,69.0,97.0
1717,ppg,178561.0,163817.0,69.0,97.0
1718,ppg,178454.0,163773.0,69.0,97.0
1719,ppg,178697.0,163683.0,69.0,97.0
1720,ppg,178719.0,163690.0,69.0,97.0
1721,ppg,178751.0,163686.0,69.0,97.0
1722,ppg,178040.0,163591.0,69.0,97.0
1723,ppg,177953.0,163566.0,69.0,97.0
1724,ppg,178794.0,163699.0,69.0,97.0
1725,ppg,178810.0,163706.0,69.0,97.0
