,Category,Value,Value.1,Value.2,Value.3
592,ppg,177433.0,164654.0,66.0,97.0
593,ppg,177474.0,164672.0,66.0,97.0
594,ppg,177518.0,164686.0,66.0,97.0
595,ppg,177549.0,164701.0,66.0,97.0
596,ppg,177585.0,164713.0,66.0,97.0
597,ppg,177625.0,164734.0,66.0,97.0
598,ppg,177667.0,164747.0,66.0,97.0
599,ppg,177695.0,164757.0,66.0,97.0
600,ppg,177729.0,164768.0,66.0,97.0
601,ppg,177760.0,164783.0,66.0,97.0
602,ppg,177790.0,164794.0,66.0,97.0
603,ppg,177794.0,164793.0,66.0,97.0
604,ppg,177761.0,164791.0,66.0,97.0
605,ppg,177683.0,164756.0,66.0,97.0
606,ppg,177574.0,164717.0,66.0,97.0
607,ppg,177409.0,164647.0,66.0,97.0
608,ppg,177223.0,164578.0,66.0,97.0
609,ppg,177007.0,164495.0,66.0,97.0
610,ppg,177007.0,164495.0,66.0,97.0
611,ppg,176799.0,164410.0,66.0,97.0
612,ppg,176578.0,164321.0,66.0,97.0
613,ppg,176372.0,164230.0,66.0,97.0
614,ppg,176176.0,164146.0,66.0,97.0
615,ppg,176021.0,164075.0,66.0,97.0
616,ppg,175869.0,164015.0,66.0,97.0
617,ppg,175745.0,163976.0,66.0,97.0
618,ppg,176823.0,164454.0,66.0,97.0
619,ppg,176864.0,164466.0,66.0,97.0
620,ppg,176898.0,164476.0,66.0,97.0
621,ppg,176936.0,164497.0,66.0,97.0
622,ppg,176969.0,164509.0,66.0,97.0
623,ppg,177007.0,164520.0,66.0,97.0
624,ppg,177039.0,164535.0,66.0,97.0
625,ppg,177056.0,164540.0,66.0,97.0
626,ppg,177075.0,164535.0,66.0,97.0
627,ppg,177090.0,164551.0,66.0,97.0
628,ppg,177125.0,164547.0,66.0,97.0
629,ppg,177141.0,164562.0,66.0,97.0
630,ppg,177166.0,164558.0,66.0,97.0
631,ppg,177195.0,164575.0,66.0,97.0
632,ppg,177224.0,164581.0,66.0,97.0
633,ppg,177268.0,164602.0,66.0,97.0
634,ppg,177312.0,164621.0,66.0,97.0
635,ppg,177354.0,164638.0,66.0,97.0
636,ppg,177404.0,164667.0,66.0,97.0
637,ppg,177442.0,164678.0,66.0,97.0
638,ppg,177442.0,164678.0,66.0,97.0
639,ppg,177482.0,164684.0,66.0,97.0
640,ppg,177523.0,164700.0,66.0,97.0
641,ppg,177556.0,164713.0,66.0,97.0
642,ppg,177583.0,164716.0,66.0,97.0
643,ppg,177590.0,164724.0,66.0,97.0
644,ppg,177578.0,164717.0,66.0,97.0
645,ppg,177510.0,164689.0,66.0,97.0
646,ppg,176297.0,164193.0,66.0,97.0
647,ppg,176355.0,164224.0,66.0,97.0
648,ppg,176406.0,164250.0,66.0,97.0
649,ppg,176465.0,164271.0,66.0,97.0
650,ppg,176509.0,164297.0,66.0,97.0
651,ppg,176573.0,164321.0,66.0,97.0
652,ppg,176627.0,164339.0,66.0,97.0
653,ppg,176678.0,164369.0,66.0,97.0
654,ppg,176735.0,164384.0,66.0,97.0
655,ppg,176777.0,164406.0,66.0,97.0
656,ppg,176834.0,164426.0,66.0,97.0
657,ppg,176869.0,164449.0,66.0,97.0
658,ppg,176912.0,164457.0,66.0,97.0
659,ppg,176964.0,164482.0,66.0,97.0
660,ppg,176990.0,164495.0,66.0,97.0
661,ppg,177025.0,164499.0,66.0,97.0
662,ppg,177071.0,164519.0,66.0,97.0
663,ppg,177098.0,164533.0,66.0,97.0
664,ppg,177125.0,164538.0,66.0,97.0
665,ppg,177164.0,164547.0,66.0,97.0
666,ppg,177186.0,164554.0,66.0,97.0
667,ppg,177219.0,164569.0,66.0,97.0
668,ppg,177262.0,164579.0,66.0,97.0
669,ppg,177299.0,164602.0,66.0,97.0
670,ppg,177351.0,164615.0,66.0,97.0
671,ppg,177402.0,164629.0,66.0,97.0
672,ppg,177433.0,164648.0,66.0,97.0
673,ppg,177472.0,164661.0,66.0,97.0
674,ppg,177531.0,164679.0,66.0,97.0
675,ppg,177531.0,164679.0,66.0,97.0
676,ppg,177531.0,164679.0,66.0,97.0
677,ppg,177531.0,164679.0,66.0,97.0
678,ppg,177568.0,164701.0,66.0,97.0
679,ppg,176334.0,164180.0,66.0,97.0
680,ppg,176382.0,164198.0,66.0,97.0
681,ppg,176425.0,164219.0,66.0,97.0
682,ppg,176483.0,164250.0,66.0,97.0
683,ppg,176527.0,164264.0,66.0,97.0
684,ppg,176587.0,164283.0,66.0,97.0
685,ppg,176629.0,164304.0,66.0,97.0
686,ppg,176689.0,164313.0,66.0,97.0
687,ppg,176737.0,164340.0,66.0,97.0
688,ppg,176789.0,164358.0,66.0,97.0
689,ppg,176846.0,164383.0,66.0,97.0
690,ppg,176894.0,164395.0,66.0,97.0
691,ppg,176957.0,164430.0,66.0,97.0
692,ppg,176996.0,164442.0,66.0,97.0
693,ppg,177067.0,164478.0,66.0,97.0
694,ppg,177095.0,164500.0,66.0,97.0
695,ppg,177146.0,164501.0,66.0,97.0
696,ppg,177207.0,164529.0,66.0,97.0
697,ppg,177250.0,164542.0,66.0,97.0
698,ppg,177293.0,164554.0,66.0,97.0
699,ppg,177338.0,164571.0,66.0,97.0
700,ppg,177375.0,164587.0,66.0,97.0
701,ppg,177412.0,164609.0,66.0,97.0
702,ppg,177457.0,164610.0,66.0,97.0
703,ppg,177480.0,164641.0,66.0,97.0
704,ppg,177520.0,164639.0,66.0,97.0
705,ppg,177555.0,164655.0,66.0,97.0
706,ppg,177598.0,164677.0,66.0,97.0
707,ppg,176066.0,163972.0,65.0,97.0
708,ppg,176049.0,163970.0,65.0,97.0
709,ppg,176028.0,163962.0,65.0,97.0
710,ppg,176035.0,163963.0,65.0,97.0
711,ppg,176024.0,163943.0,65.0,97.0
712,ppg,176031.0,163950.0,65.0,97.0
713,ppg,176039.0,163965.0,65.0,97.0
714,ppg,176049.0,163962.0,65.0,97.0
715,ppg,176075.0,163959.0,65.0,97.0
716,ppg,176092.0,163971.0,65.0,97.0
717,ppg,176121.0,163984.0,65.0,97.0
718,ppg,176155.0,164000.0,65.0,97.0
719,ppg,176197.0,164011.0,65.0,97.0
720,ppg,176237.0,164032.0,65.0,97.0
721,ppg,176279.0,164042.0,65.0,97.0
722,ppg,176313.0,164051.0,65.0,97.0
723,ppg,176349.0,164068.0,65.0,97.0
724,ppg,176406.0,164086.0,65.0,97.0
725,ppg,176452.0,164111.0,65.0,97.0
726,ppg,176504.0,164121.0,65.0,97.0
727,ppg,176553.0,164142.0,65.0,97.0
728,ppg,176592.0,164171.0,65.0,97.0
729,ppg,176650.0,164195.0,65.0,97.0
730,ppg,176706.0,164222.0,65.0,97.0
731,ppg,176760.0,164237.0,65.0,97.0
732,ppg,176804.0,164249.0,65.0,97.0
733,ppg,176845.0,164274.0,65.0,97.0
734,ppg,176879.0,164285.0,65.0,97.0
735,ppg,176918.0,164301.0,65.0,97.0
736,ppg,176442.0,164064.0,65.0,97.0
737,ppg,176424.0,164051.0,65.0,97.0
738,ppg,176412.0,164044.0,65.0,97.0
739,ppg,176412.0,164044.0,65.0,97.0
740,ppg,176401.0,164048.0,65.0,97.0
741,ppg,176393.0,164036.0,65.0,97.0
742,ppg,176385.0,164037.0,65.0,97.0
743,ppg,176393.0,164027.0,65.0,97.0
744,ppg,176389.0,164034.0,65.0,97.0
745,ppg,176403.0,164037.0,65.0,97.0
746,ppg,176415.0,164037.0,65.0,97.0
747,ppg,176433.0,164048.0,65.0,97.0
748,ppg,176464.0,164062.0,65.0,97.0
749,ppg,176501.0,164069.0,65.0,97.0
750,ppg,176538.0,164091.0,65.0,97.0
751,ppg,176603.0,164129.0,65.0,97.0
752,ppg,176648.0,164153.0,65.0,97.0
753,ppg,176682.0,164162.0,65.0,97.0
754,ppg,176734.0,164189.0,65.0,97.0
755,ppg,176791.0,164207.0,65.0,97.0
756,ppg,176843.0,164226.0,65.0,97.0
757,ppg,176883.0,164236.0,65.0,97.0
758,ppg,176938.0,164253.0,65.0,97.0
759,ppg,176999.0,164280.0,65.0,97.0
760,ppg,177062.0,164301.0,65.0,97.0
761,ppg,177113.0,164321.0,65.0,97.0
762,ppg,177177.0,164351.0,65.0,97.0
763,ppg,177237.0,164378.0,65.0,97.0
764,ppg,177281.0,164386.0,65.0,97.0
765,ppg,177340.0,164409.0,65.0,97.0
766,ppg,177397.0,164429.0,65.0,97.0
767,ppg,177449.0,164461.0,65.0,97.0
768,ppg,176689.0,164082.0,65.0,97.0
769,ppg,176689.0,164082.0,65.0,97.0
770,ppg,176669.0,164064.0,65.0,97.0
771,ppg,176647.0,164059.0,65.0,97.0
772,ppg,176622.0,164041.0,65.0,97.0
773,ppg,176600.0,164030.0,65.0,97.0
774,ppg,176583.0,164021.0,65.0,97.0
775,ppg,176564.0,164016.0,65.0,97.0
776,ppg,176551.0,164013.0,65.0,97.0
777,ppg,176541.0,163997.0,65.0,97.0
778,ppg,176553.0,164002.0,65.0,97.0
779,ppg,176557.0,164001.0,65.0,97.0
780,ppg,176581.0,164015.0,65.0,97.0
781,ppg,176612.0,164025.0,65.0,97.0
782,ppg,176656.0,164052.0,65.0,97.0
783,ppg,176677.0,164053.0,65.0,97.0
784,ppg,176718.0,164072.0,65.0,97.0
785,ppg,176756.0,164087.0,65.0,97.0
786,ppg,176788.0,164097.0,66.0,97.0
787,ppg,176830.0,164114.0,66.0,97.0
788,ppg,176875.0,164135.0,66.0,97.0
789,ppg,176908.0,164144.0,66.0,97.0
790,ppg,176946.0,164162.0,66.0,97.0
791,ppg,176986.0,164169.0,66.0,97.0
792,ppg,177025.0,164182.0,66.0,97.0
793,ppg,177083.0,164205.0,66.0,97.0
794,ppg,177128.0,164218.0,66.0,97.0
795,ppg,177181.0,164247.0,66.0,97.0
796,ppg,177234.0,164263.0,66.0,97.0
797,ppg,175865.0,163632.0,66.0,97.0
798,ppg,175865.0,163632.0,66.0,97.0
799,ppg,175846.0,163624.0,66.0,97.0
800,ppg,175813.0,163609.0,66.0,97.0
801,ppg,175813.0,163609.0,66.0,97.0
802,ppg,175784.0,163591.0,66.0,97.0
803,ppg,175750.0,163574.0,66.0,97.0
804,ppg,175725.0,163551.0,66.0,97.0
805,ppg,175684.0,163541.0,66.0,97.0
806,ppg,175661.0,163534.0,66.0,97.0
807,ppg,175643.0,163525.0,66.0,97.0
808,ppg,175632.0,163527.0,66.0,97.0
809,ppg,175639.0,163523.0,66.0,97.0
810,ppg,175622.0,163521.0,66.0,97.0
811,ppg,175640.0,163536.0,66.0,97.0
812,ppg,175646.0,163537.0,66.0,97.0
813,ppg,175662.0,163547.0,66.0,97.0
814,ppg,175683.0,163552.0,66.0,97.0
815,ppg,175710.0,163553.0,66.0,97.0
816,ppg,175740.0,163570.0,66.0,97.0
817,ppg,175779.0,163587.0,66.0,97.0
818,ppg,175812.0,163599.0,66.0,97.0
819,ppg,175855.0,163625.0,66.0,97.0
820,ppg,175883.0,163625.0,66.0,97.0
821,ppg,175923.0,163653.0,66.0,97.0
822,ppg,175956.0,163663.0,66.0,97.0
823,ppg,175991.0,163670.0,66.0,97.0
824,ppg,175421.0,163464.0,66.0,97.0
825,ppg,175414.0,163454.0,66.0,97.0
826,ppg,176105.0,163715.0,66.0,97.0
827,ppg,176151.0,163734.0,66.0,97.0
828,ppg,176189.0,163756.0,66.0,97.0
829,ppg,176222.0,163766.0,66.0,97.0
830,ppg,175366.0,163435.0,66.0,97.0
831,ppg,175366.0,163435.0,66.0,97.0
832,ppg,175381.0,163444.0,66.0,97.0
833,ppg,175399.0,163444.0,66.0,97.0
834,ppg,175410.0,163453.0,66.0,97.0
835,ppg,175434.0,163471.0,66.0,97.0
836,ppg,175478.0,163492.0,66.0,97.0
837,ppg,175513.0,163505.0,66.0,97.0
838,ppg,175550.0,163513.0,66.0,97.0
839,ppg,175598.0,163538.0,66.0,97.0
840,ppg,175646.0,163551.0,66.0,97.0
841,ppg,175682.0,163568.0,66.0,97.0
842,ppg,175725.0,163598.0,66.0,97.0
843,ppg,175777.0,163616.0,66.0,97.0
844,ppg,175840.0,163650.0,66.0,97.0
845,ppg,175890.0,163670.0,66.0,97.0
846,ppg,175947.0,163685.0,66.0,97.0
847,ppg,176005.0,163719.0,66.0,97.0
848,ppg,176042.0,163729.0,66.0,97.0
849,ppg,176103.0,163755.0,66.0,97.0
850,ppg,176152.0,163777.0,66.0,97.0
851,ppg,176190.0,163789.0,66.0,97.0
852,ppg,176239.0,163813.0,66.0,97.0
853,ppg,176299.0,163835.0,66.0,97.0
854,ppg,176349.0,163849.0,66.0,97.0
855,ppg,176382.0,163870.0,66.0,97.0
856,ppg,176442.0,163889.0,66.0,97.0
857,ppg,176483.0,163904.0,66.0,97.0
858,ppg,175014.0,163289.0,66.0,97.0
859,ppg,175045.0,163307.0,66.0,97.0
860,ppg,175089.0,163324.0,66.0,97.0
861,ppg,175136.0,163345.0,66.0,97.0
862,ppg,175175.0,163348.0,66.0,97.0
863,ppg,175227.0,163377.0,66.0,97.0
864,ppg,175288.0,163406.0,66.0,97.0
865,ppg,175339.0,163431.0,66.0,97.0
866,ppg,175387.0,163457.0,66.0,97.0
867,ppg,175387.0,163457.0,66.0,97.0
868,ppg,175446.0,163474.0,66.0,97.0
869,ppg,175496.0,163491.0,66.0,97.0
870,ppg,175538.0,163520.0,66.0,97.0
871,ppg,175585.0,163539.0,66.0,97.0
872,ppg,175633.0,163552.0,66.0,97.0
873,ppg,175693.0,163565.0,66.0,97.0
874,ppg,175718.0,163587.0,66.0,97.0
875,ppg,175761.0,163600.0,66.0,97.0
876,ppg,175810.0,163616.0,66.0,97.0
877,ppg,175841.0,163643.0,66.0,97.0
878,ppg,175888.0,163643.0,66.0,97.0
879,ppg,175929.0,163661.0,66.0,97.0
880,ppg,175969.0,163687.0,66.0,97.0
881,ppg,176014.0,163700.0,66.0,97.0
882,ppg,176046.0,163720.0,66.0,97.0
883,ppg,176083.0,163735.0,66.0,97.0
884,ppg,176128.0,163752.0,66.0,97.0
885,ppg,176160.0,163762.0,66.0,97.0
886,ppg,174608.0,163135.0,69.0,97.0
887,ppg,174667.0,163161.0,69.0,97.0
888,ppg,174735.0,163179.0,69.0,97.0
889,ppg,174788.0,163198.0,69.0,97.0
890,ppg,174841.0,163230.0,69.0,97.0
891,ppg,174892.0,163248.0,69.0,97.0
892,ppg,174930.0,163265.0,69.0,97.0
893,ppg,174983.0,163287.0,69.0,97.0
894,ppg,175022.0,163297.0,69.0,97.0
895,ppg,175022.0,163297.0,69.0,97.0
896,ppg,175059.0,163318.0,69.0,97.0
897,ppg,175106.0,163339.0,69.0,97.0
898,ppg,175154.0,163358.0,69.0,97.0
899,ppg,175154.0,163358.0,69.0,97.0
900,ppg,175204.0,163384.0,69.0,97.0
901,ppg,175243.0,163388.0,69.0,97.0
902,ppg,175302.0,163425.0,69.0,97.0
903,ppg,175349.0,163451.0,69.0,97.0
904,ppg,175398.0,163466.0,69.0,97.0
905,ppg,175437.0,163490.0,69.0,97.0
906,ppg,175473.0,163496.0,69.0,97.0
907,ppg,175503.0,163512.0,69.0,97.0
908,ppg,175545.0,163521.0,69.0,97.0
909,ppg,175576.0,163530.0,69.0,97.0
910,ppg,175616.0,163543.0,69.0,97.0
911,ppg,175640.0,163563.0,69.0,97.0
912,ppg,175659.0,163560.0,69.0,97.0
913,ppg,175640.0,163554.0,69.0,97.0
914,ppg,175595.0,163540.0,69.0,97.0
915,ppg,175509.0,163505.0,69.0,97.0
916,ppg,175373.0,163448.0,69.0,97.0
917,ppg,175211.0,163386.0,69.0,97.0
918,ppg,175029.0,163300.0,69.0,97.0
919,ppg,175223.0,163383.0,70.0,97.0
920,ppg,175290.0,163410.0,70.0,97.0
921,ppg,175329.0,163431.0,70.0,97.0
922,ppg,175374.0,163446.0,70.0,97.0
923,ppg,175424.0,163464.0,70.0,97.0
924,ppg,175475.0,163484.0,70.0,97.0
925,ppg,175516.0,163500.0,70.0,97.0
926,ppg,175560.0,163515.0,70.0,97.0
927,ppg,175600.0,163532.0,70.0,97.0
928,ppg,175651.0,163548.0,70.0,97.0
929,ppg,175651.0,163548.0,70.0,97.0
930,ppg,175684.0,163575.0,70.0,97.0
931,ppg,175743.0,163578.0,70.0,97.0
932,ppg,175786.0,163610.0,70.0,97.0
933,ppg,175833.0,163621.0,70.0,97.0
934,ppg,175876.0,163630.0,70.0,97.0
935,ppg,175922.0,163653.0,70.0,97.0
936,ppg,175964.0,163676.0,70.0,97.0
937,ppg,176018.0,163690.0,70.0,97.0
938,ppg,176050.0,163706.0,70.0,97.0
939,ppg,176083.0,163717.0,70.0,97.0
940,ppg,176099.0,163722.0,70.0,97.0
941,ppg,176109.0,163721.0,70.0,97.0
942,ppg,176102.0,163707.0,70.0,97.0
943,ppg,176043.0,163685.0,70.0,97.0
944,ppg,175945.0,163642.0,70.0,97.0
945,ppg,175813.0,163591.0,70.0,97.0
946,ppg,175644.0,163521.0,70.0,97.0
947,ppg,175714.0,163507.0,70.0,97.0
948,ppg,175771.0,163523.0,70.0,97.0
949,ppg,175803.0,163544.0,70.0,97.0
950,ppg,175857.0,163561.0,70.0,97.0
951,ppg,175909.0,163582.0,70.0,97.0
952,ppg,175950.0,163601.0,70.0,97.0
953,ppg,175997.0,163614.0,70.0,97.0
954,ppg,176044.0,163644.0,70.0,97.0
955,ppg,176095.0,163668.0,70.0,97.0
956,ppg,176142.0,163686.0,70.0,97.0
957,ppg,176142.0,163686.0,70.0,97.0
958,ppg,176174.0,163694.0,70.0,97.0
959,ppg,176228.0,163709.0,70.0,97.0
960,ppg,176267.0,163729.0,70.0,97.0
961,ppg,176267.0,163729.0,70.0,97.0
962,ppg,176308.0,163744.0,70.0,97.0
963,ppg,176356.0,163758.0,70.0,97.0
964,ppg,176388.0,163780.0,70.0,97.0
965,ppg,176431.0,163788.0,70.0,97.0
966,ppg,176469.0,163796.0,70.0,97.0
967,ppg,176524.0,163827.0,70.0,97.0
968,ppg,176566.0,163839.0,70.0,97.0
969,ppg,176619.0,163867.0,70.0,97.0
970,ppg,176663.0,163881.0,70.0,97.0
971,ppg,176722.0,163902.0,70.0,97.0
972,ppg,176751.0,163911.0,70.0,97.0
973,ppg,176802.0,163926.0,70.0,97.0
974,ppg,176847.0,163935.0,70.0,97.0
975,ppg,175833.0,163456.0,70.0,97.0
976,ppg,175866.0,163460.0,70.0,97.0
977,ppg,175900.0,163474.0,70.0,97.0
978,ppg,177020.0,164019.0,70.0,97.0
979,ppg,177068.0,164026.0,70.0,97.0
980,ppg,176022.0,163525.0,70.0,97.0
981,ppg,176047.0,163539.0,70.0,97.0
982,ppg,176088.0,163549.0,70.0,97.0
983,ppg,176140.0,163572.0,70.0,97.0
984,ppg,176169.0,163581.0,70.0,97.0
985,ppg,176216.0,163595.0,70.0,97.0
986,ppg,176263.0,163618.0,70.0,97.0
987,ppg,176307.0,163638.0,70.0,97.0
988,ppg,176347.0,163650.0,70.0,97.0
989,ppg,176377.0,163668.0,70.0,97.0
990,ppg,176421.0,163688.0,70.0,97.0
991,ppg,176442.0,163690.0,70.0,97.0
992,ppg,176442.0,163690.0,70.0,97.0
993,ppg,176478.0,163703.0,70.0,97.0
994,ppg,176523.0,163716.0,70.0,97.0
995,ppg,176548.0,163725.0,70.0,97.0
996,ppg,176586.0,163750.0,70.0,97.0
997,ppg,176620.0,163750.0,70.0,97.0
998,ppg,176643.0,163763.0,70.0,97.0
999,ppg,176665.0,163767.0,70.0,97.0
1000,ppg,176709.0,163784.0,70.0,97.0
1001,ppg,176735.0,163801.0,70.0,97.0
1002,ppg,176764.0,163815.0,70.0,97.0
1003,ppg,176789.0,163817.0,70.0,97.0
1004,ppg,176812.0,163833.0,71.0,97.0
1005,ppg,176854.0,163848.0,71.0,97.0
1006,ppg,176883.0,163847.0,71.0,97.0
1007,ppg,176919.0,163871.0,71.0,97.0
1008,ppg,176290.0,163551.0,71.0,97.0
1009,ppg,176331.0,163565.0,71.0,97.0
1010,ppg,176359.0,163571.0,71.0,97.0
1011,ppg,176387.0,163586.0,71.0,97.0
1012,ppg,176427.0,163601.0,71.0,97.0
1013,ppg,176443.0,163613.0,71.0,97.0
1014,ppg,176475.0,163618.0,71.0,97.0
1015,ppg,176522.0,163636.0,71.0,97.0
1016,ppg,176548.0,163656.0,71.0,97.0
1017,ppg,176599.0,163669.0,71.0,97.0
1018,ppg,176637.0,163686.0,71.0,97.0
1019,ppg,176680.0,163699.0,71.0,97.0
1020,ppg,176722.0,163721.0,71.0,97.0
1021,ppg,176771.0,163740.0,71.0,97.0
1022,ppg,176803.0,163756.0,71.0,97.0
1023,ppg,176850.0,163768.0,71.0,97.0
1024,ppg,176889.0,163792.0,71.0,97.0
1025,ppg,176889.0,163792.0,71.0,97.0
1026,ppg,176932.0,163813.0,71.0,97.0
1027,ppg,176963.0,163816.0,71.0,97.0
1028,ppg,177009.0,163834.0,71.0,97.0
1029,ppg,177046.0,163847.0,71.0,97.0
1030,ppg,177068.0,163866.0,71.0,97.0
1031,ppg,177098.0,163864.0,71.0,97.0
1032,ppg,177126.0,163878.0,71.0,97.0
1033,ppg,177162.0,163891.0,71.0,97.0
1034,ppg,177182.0,163909.0,71.0,97.0
1035,ppg,177223.0,163924.0,71.0,97.0
1036,ppg,176385.0,163522.0,71.0,97.0
1037,ppg,176372.0,163518.0,71.0,97.0
1038,ppg,176358.0,163502.0,71.0,97.0
1039,ppg,176347.0,163501.0,71.0,97.0
1040,ppg,176329.0,163501.0,71.0,97.0
1041,ppg,176314.0,163496.0,71.0,97.0
1042,ppg,176324.0,163491.0,71.0,97.0
1043,ppg,176315.0,163497.0,71.0,97.0
1044,ppg,176326.0,163487.0,71.0,97.0
1045,ppg,176337.0,163498.0,71.0,97.0
1046,ppg,176359.0,163521.0,71.0,97.0
1047,ppg,176376.0,163516.0,71.0,97.0
1048,ppg,176405.0,163539.0,71.0,97.0
1049,ppg,176425.0,163548.0,71.0,97.0
1050,ppg,176445.0,163552.0,71.0,97.0
1051,ppg,176482.0,163578.0,71.0,97.0
1052,ppg,176511.0,163581.0,71.0,97.0
1053,ppg,176543.0,163597.0,71.0,97.0
1054,ppg,176577.0,163612.0,71.0,97.0
1055,ppg,176617.0,163625.0,71.0,97.0
1056,ppg,176650.0,163644.0,71.0,97.0
1057,ppg,176700.0,163670.0,71.0,97.0
1058,ppg,176738.0,163683.0,71.0,97.0
1059,ppg,176783.0,163705.0,71.0,97.0
1060,ppg,176825.0,163727.0,71.0,97.0
1061,ppg,176825.0,163727.0,71.0,97.0
1062,ppg,176861.0,163734.0,71.0,97.0
1063,ppg,176905.0,163747.0,71.0,97.0
1064,ppg,176941.0,163765.0,71.0,97.0
1065,ppg,176985.0,163786.0,71.0,97.0
1066,ppg,177020.0,163800.0,71.0,97.0
1067,ppg,177057.0,163815.0,71.0,97.0
1068,ppg,177098.0,163828.0,71.0,97.0
1069,ppg,177118.0,163836.0,71.0,97.0
1070,ppg,176318.0,163466.0,71.0,97.0
1071,ppg,176355.0,163468.0,71.0,97.0
1072,ppg,176375.0,163479.0,71.0,97.0
1073,ppg,176381.0,163499.0,71.0,97.0
1074,ppg,176378.0,163498.0,71.0,97.0
1075,ppg,176373.0,163487.0,71.0,97.0
1076,ppg,176355.0,163489.0,71.0,97.0
1077,ppg,176346.0,163481.0,71.0,97.0
1078,ppg,176337.0,163481.0,71.0,97.0
1079,ppg,176319.0,163470.0,71.0,97.0
1080,ppg,176304.0,163467.0,71.0,97.0
1081,ppg,176302.0,163471.0,71.0,97.0
1082,ppg,176285.0,163472.0,71.0,97.0
1083,ppg,176274.0,163463.0,71.0,97.0
1084,ppg,176274.0,163463.0,71.0,97.0
1085,ppg,176278.0,163460.0,71.0,97.0
1086,ppg,176287.0,163458.0,71.0,97.0
1087,ppg,176293.0,163467.0,71.0,97.0
1088,ppg,176326.0,163469.0,71.0,97.0
1089,ppg,176326.0,163469.0,71.0,97.0
1090,ppg,176339.0,163478.0,71.0,97.0
1091,ppg,176347.0,163496.0,71.0,97.0
1092,ppg,176377.0,163501.0,71.0,97.0
1093,ppg,176409.0,163506.0,71.0,97.0
1094,ppg,176447.0,163524.0,71.0,97.0
1095,ppg,176481.0,163543.0,71.0,97.0
1096,ppg,176521.0,163565.0,71.0,97.0
1097,ppg,176248.0,163446.0,70.0,97.0
1098,ppg,176251.0,163446.0,70.0,97.0
1099,ppg,176274.0,163461.0,70.0,97.0
1100,ppg,176296.0,163463.0,70.0,97.0
1101,ppg,176334.0,163484.0,70.0,97.0
1102,ppg,176382.0,163486.0,70.0,97.0
1103,ppg,176416.0,163495.0,70.0,97.0
1104,ppg,176500.0,163534.0,70.0,97.0
1105,ppg,176565.0,163560.0,70.0,97.0
1106,ppg,176641.0,163590.0,70.0,97.0
1107,ppg,176705.0,163610.0,70.0,97.0
1108,ppg,176760.0,163633.0,70.0,97.0
1109,ppg,176816.0,163660.0,70.0,97.0
1110,ppg,176864.0,163674.0,70.0,97.0
1111,ppg,176898.0,163694.0,70.0,97.0
1112,ppg,176919.0,163707.0,70.0,97.0
1113,ppg,176923.0,163712.0,70.0,97.0
1114,ppg,176920.0,163706.0,70.0,97.0
1115,ppg,176907.0,163696.0,70.0,97.0
1116,ppg,176898.0,163703.0,70.0,97.0
1117,ppg,176888.0,163691.0,70.0,97.0
1118,ppg,176878.0,163694.0,70.0,97.0
1119,ppg,176873.0,163684.0,70.0,97.0
1120,ppg,176869.0,163677.0,70.0,97.0
1121,ppg,176874.0,163677.0,70.0,97.0
1122,ppg,176873.0,163683.0,70.0,97.0
1123,ppg,176872.0,163685.0,70.0,97.0
1124,ppg,176872.0,163685.0,70.0,97.0
1125,ppg,176892.0,163690.0,70.0,97.0
1126,ppg,178326.0,164255.0,70.0,97.0
1127,ppg,178135.0,164172.0,70.0,97.0
1128,ppg,176949.0,163726.0,70.0,97.0
1129,ppg,176985.0,163724.0,70.0,97.0
1130,ppg,177021.0,163738.0,70.0,97.0
1131,ppg,177343.0,163849.0,69.0,97.0
1132,ppg,177188.0,163781.0,69.0,97.0
1133,ppg,177038.0,163722.0,69.0,97.0
1134,ppg,176915.0,163671.0,69.0,97.0
1135,ppg,176819.0,163624.0,69.0,97.0
1136,ppg,176734.0,163599.0,69.0,97.0
1137,ppg,176673.0,163556.0,69.0,97.0
1138,ppg,176627.0,163542.0,69.0,97.0
1139,ppg,176595.0,163528.0,69.0,97.0
1140,ppg,176572.0,163513.0,69.0,97.0
1141,ppg,176544.0,163500.0,69.0,97.0
1142,ppg,176547.0,163499.0,69.0,97.0
1143,ppg,176559.0,163506.0,69.0,97.0
1144,ppg,176575.0,163504.0,69.0,97.0
1145,ppg,176600.0,163517.0,69.0,97.0
1146,ppg,176655.0,163537.0,69.0,97.0
1147,ppg,176706.0,163564.0,69.0,97.0
1148,ppg,176760.0,163596.0,69.0,97.0
1149,ppg,176810.0,163602.0,69.0,97.0
1150,ppg,176864.0,163636.0,69.0,97.0
1151,ppg,176909.0,163650.0,69.0,97.0
1152,ppg,176909.0,163650.0,69.0,97.0
1153,ppg,176932.0,163661.0,69.0,97.0
1154,ppg,176953.0,163667.0,69.0,97.0
1155,ppg,176966.0,163655.0,69.0,97.0
1156,ppg,176966.0,163655.0,69.0,97.0
1157,ppg,176979.0,163659.0,69.0,97.0
1158,ppg,176963.0,163667.0,69.0,97.0
1159,ppg,178209.0,164153.0,69.0,97.0
1160,ppg,178094.0,164104.0,69.0,97.0
1161,ppg,177951.0,164057.0,69.0,97.0
1162,ppg,177791.0,163986.0,69.0,97.0
1163,ppg,177620.0,163906.0,69.0,97.0
1164,ppg,177440.0,163837.0,69.0,97.0
1165,ppg,177273.0,163769.0,69.0,97.0
1166,ppg,177097.0,163689.0,69.0,97.0
