Category,Value1,Value2,Value3,Value4
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
temp,32.73,36.24,,
